Institution_ID,Institution_Name,Institution_City
143376,Tennessee College of Applied Technology - Harriman,Harriman
143385,Tennessee College of Applied Technology - Hartsville,Hartsville
143394,Hiwassee College,Madisonville
143400,Tennessee College of Applied Technology - Hohenwald,Hohenwald
143419,Tennessee College of Applied Technology - Jacksboro,Jacksboro
143428,Jackson State Community College,Jackson
143437,John A Gupton College,Nashville
143446,Johnson University,Knoxville
143464,King University,Bristol
143473,South College,Knoxville
143482,Lambuth University,Jackson
143491,Lane College,Jackson
143507,LeMoyne-Owen College,Memphis
143516,Lee University,Cleveland
143525,Lincoln Memorial University,Harrogate
143534,Tennessee College of Applied Technology - Livingston,Livingston
143543,Martin Methodist College,Pulaski
143552,Maryville College,Maryville
143561,New Wave Hair Academy,Jackson
143570,Tennessee College of Applied Technology - McKenzie,McKenzie
143589,Genesis Career College - Cookeville,Cookeville
143598,Meharry Medical College,Nashville
143604,Memphis College of Art,Memphis
143613,Tennessee College of Applied Technology - Memphis,Memphis
143622,University of Memphis,Memphis
143631,Memphis Theological Seminary,Memphis
143640,Methodist Healthcare,Memphis
143659,Methodist Hospital School of Nursing,Memphis
143668,"Mid-America Baptist Theological Seminary, Germantown",Germantown
143677,Victory University,Memphis
143686,Middle Tennessee State University,Murfreesboro
143695,Middle Tennessee School of Anesthesia Inc,Madison
143701,Milligan College,Milligan College
143710,Tennessee College of Applied Technology - Morristown,Morristown
143729,Motlow State Community College,Tullahoma
143738,Tennessee College of Applied Technology - Murfreesboro,Murfreesboro
143747,Nashville Auto Diesel College Inc,Nashville
143756,Nashville College of Medical Careers,Madison
143765,Nashville General Hospital,Nashville
143774,Nashville State Community College,Nashville
143783,Tennessee College of Applied Technology - Newbern,Newbern
143792,O'More College of Design,Franklin
143808,Tennessee College of Applied Technology - Paris,Paris
143817,Plaza Beauty School,Memphis
143826,Knox International 2000 Beauty College,Chattanooga
143835,Tennessee College of Applied Technology - Pulaski,Pulaski
143844,Rhodes College,Memphis
143853,Tennessee College of Applied Technology - Ripley,Ripley
143862,Roane State Community College,Harriman
143871,Tennessee College of Applied Technology - Crump,Crump
143880,Southwest Tennessee Community College,Memphis
143899,Tennessee College of Applied Technology - Shelbyville,Shelbyville
143905,The University of the South,Sewanee
143914,Tennessee College of Applied Technology - Oneida/Huntsville,Huntsville
143923,Tennessee College of Applied Technology - Crossville,Crossville
143932,Tennessee College of Applied Technology - McMinnville,McMinnville
143941,Tennessee College of Applied Technology - Jackson,Jackson
143950,Tennessee College of Applied Technology - Knoxville,Knoxville
143969,Tennessee College of Applied Technology - Whiteville,Whiteville
143978,Pellissippi State Community College,Knoxville
143987,Southern Adventist University,Collegedale
143996,Southern College of Optometry,Memphis
144014,Tennessee Wesleyan College,Athens
144023,The University of Tennessee - Chattanooga,Chattanooga
144032,The University of Tennessee - Knoxville,Knoxville
144041,The University of Tennessee - Martin,Martin
144050,Fountainhead College of Technology,Knoxville
144069,Tennessee School of Beauty of Knoxville Inc,Knoxville
144078,Tennessee State University,Nashville
144087,Tennessee Technological University,Cookeville
144096,Tennessee Temple University,Chattanooga
144102,Trevecca Nazarene University,Nashville
144111,Northeast State Community College,Blountville
144120,Tusculum College,Greeneville
144139,Union University,Jackson
144148,Vanderbilt University,Nashville
144157,Volunteer Beauty Academy,Dyersburg
144166,Volunteer State Community College,Gallatin
144175,Walters State Community College,Morristown
144184,West Tennessee Business College,Jackson
144193,William R. Moore College of Technology,Memphis
144209,S.W. School of business and Technbical Careers,Del Rio
144218,Abilene Christian University,Abilene
144272,Alvin Community College,Alvin
144281,Amarillo College,Amarillo
144290,Amberton University,Garland
144306,American Commercial College,San Angelo
144315,American Commercial College,Lubbock
144324,American Commercial College - Abilene,Abilene
144333,American Commercial College of Texas,Odessa
144342,ATI Technical Training Center,Dallas
144351,Angelina College,Lufkin
144360,Angelo State University,San Angelo
144379,Arlington Baptist College,Arlington
144388,Arlington Career Institute,Grand Prairie
144397,The Art Institute of Houston,Houston
144403,Austin College,Sherman
144412,Austin Community College,Austin
144421,Austin Presbyterian Theological Seminary,Austin
144430,Baldwin Beauty Schools,Austin
144449,Memorial Hermann Baptist Hospital,Beaumont
144458,Baptist Health System School of Health Professions,San Antonio
144467,Baptist Missionary Association Theological Seminary,Jacksonville
144476,Texas A&M University System Health Science Center,College Station
144485,Baylor College of Medicine,Houston
144494,Baylor University,Waco
144500,Coastal Bend College,Beeville
144519,Harris County Hospital Dist./Ben Taub General Hospital,Houston
144528,Blinn College,Brenham
144537,Remington College - Dallas Campus,Garland
144546,Vet Tech Institute of Houston,Houston
144555,Brazosport College,Lake Jackson
144564,Brookhaven College,Farmers Branch
144573,Capitol City Trade and Technical School,Austin
144591,Cedar Valley College,Lancaster
144607,Central Texas College,Killeen
144616,Charles and Sues School of Hair Design,Bryan
144634,Institute of Cosmetology & Esthetics,Houston
144643,Cisco Junior College,Cisco
144652,Citizens Medical Center,Victoria
144661,Clarendon College,Clarendon
144670,Concordia University at Austin,Austin
144689,Conlee's College of Cosmetology,Kerrville
144698,North Central Texas College,Gainesville
144704,Texas A&M University - Corpus Christi,Corpus Christi
144713,Cosmetology Career Center - A Paul Mitchell Partner School,Carrollton
144731,The Criswell College,Dallas
144740,Dallas Baptist University,Dallas
144759,Dallas Christian College,Dallas
144777,Dallas Institute of Funeral Service,Dallas
144786,Dallas Theological Seminary,Dallas
144795,University of Dallas,Irving
144801,Del Mar College,Corpus Christi
144829,Career Point College,San Antonio
144838,East Texas Baptist University,Marshall
144847,Careers Unlimited,Tyler
144856,Texas A&M University - Texarkana,Texarkana
144865,Texas A&M University - Commerce,Commerce
144874,Eastfield College,Mesquite
144883,El Centro College,Dallas
144892,El Paso Community College,El Paso
144908,Western Technical College,El Paso
144917,Western Technical College,El Paso
144926,Seminary of the Southwest,Austin
144935,Exposito School of Hair Design Ltd,Amarillo
144953,Fort Worth Beauty School,Fort Worth
144962,Frank Phillips College,Borger
144971,Franklin Beauty School #2,Houston
144980,Galveston College,Galveston
145008,Grayson College,Denison
145017,Gulf Coast Trades Center,New Waverly
145026,Hallmark University,San Antonio
145035,Hardin-Simmons University,Abilene
145044,Trinity Valley Community College,Athens
145053,Hill College,Hillsboro
145062,Houston Baptist University,Houston
145071,University of Houston - Clear Lake,Houston
145080,Houston Community College,Houston
145099,University of Houston - Downtown,Houston
145105,Houston Montessori Center,Houston
145114,University of Houston - Victoria,Victoria
145123,University of Houston,Houston
145132,Howard College,Big Spring
145141,Howard Payne University,Brownwood
145169,Huston-Tillotson University,Austin
145178,University of the Incarnate Word,San Antonio
145187,International Schools,Sunland Park
145202,International Business College - Lubbock,Lubbock
145257,Austin Business College,Austin
145266,Jacksonville College-Main Campus,Jacksonville
145275,Jarvis Christian College,Hawkins
145284,KD College Conservatory of Film and Dramatic Arts,Dallas
145293,Kilgore College,Kilgore
145309,Lamar University,Beaumont
145318,Lamar State College - Orange,Orange
145327,Lamar State College - Port Arthur,Port Arthur
145336,Laredo Beauty College Inc,Laredo
145345,Laredo Community College,Laredo
145354,Texas A&M International University,Laredo
145363,Lee College,Baytown
145372,LeTourneau University,Longview
145381,Lincoln College of Technology - Grand Prairie,Grand Prairie
145390,Lon Morris College,Jacksonville
145406,Lubbock Hair Academy,Lubbock
145415,Lubbock Christian University,Lubbock
145424,College of the Mainland,Texas City
145442,University of Mary Hardin-Baylor,Belton
145451,McLennan Community College,Waco
145460,McMurry University,Abilene
145479,Memorial City Hospital/Memorial Hermann,Houston
145488,Covenant School of Nursing and Allied Health,Lubbock
145497,Covenant Medical Center,Lubbock
145503,Metroplex Beauty School,Mesquite
145512,MTI College of Business and Technology,Houston
145521,Midland College,Midland
145530,Midwestern State University,Wichita Falls
145549,Mims Classic Beauty College,San Antonio
145558,Wade College,Dallas
145567,Southern Careers Institute Inc,Austin
145576,Mountain View College,Dallas
145594,Everest Institute - San Antonio,San Antonio
145600,Montessori Teacher Education Institute - Houston,Houston
145619,Tint School of Make-Up & Cosmetology,Irving
145628,Navarro College,Corsicana
145637,"Neilson Beauty College, Inc.",Dallas
145646,Lone Star College System,The Woodlands
145655,North Lake College,Irving
145664,University of North Texas,Denton
145673,Northeast Texas Community College,Mount Pleasant
145691,Oblate School of Theology,San Antonio
145707,The Ocean Corporation,Houston
145716,Odessa College,Odessa
145725,Ogle School Hair Skin Nails,Arlington
145734,Ogle School of Hair Skin Nails,Fort Worth
145743,Our Lady of the Lake University,San Antonio
145752,The University of Texas Rio Grande Valley,Edinburg
145761,The University of Texas at Brownsville and Texas Southmost College,Brownsville
145770,Panola College,Carthage
145789,Paris Junior College,Paris
145798,Paul Quinn College,Dallas
145804,Prairie View A & M University,Prairie View
145813,Ranger College,Ranger
145831,Rice University,Houston
145840,Richland College,Dallas
145868,St. Edward's University,Austin
145877,St. Philip's College,San Antonio
145886,University of St. Thomas,Houston
145901,Sam Houston State University,Huntsville
145910,San Antonio College,San Antonio
145938,San Jacinto College District,Pasadena
145965,Schreiner University,Kerrville
145974,Seguin Beauty School,Seguin
145983,St. Mary's University,San Antonio
145992,South Plains College,Levelland
146001,South Texas College of Law,Houston
146010,South Texas Vo-Tech Institute,Weslaco
146029,South Texas Vocational Technical Institute - McAllen,McAllen
146047,Southern Methodist University,Dallas
146056,Southwest School of Business and Technical Careers,San Antonio
146065,Southwest Institute of Technology,Austin
146074,Southwest Texas Junior College,Uvalde
146083,Southwestern Assemblies of God University,Waxahachie
146092,Southwestern University,Georgetown
146108,Stephen F Austin State University,Nacogdoches
146117,Texas State University,San Marcos
146126,Southwestern Adventist University,Keene
146135,Southwestern Baptist Theological Seminary,Fort Worth
146144,Southwestern Christian College,Terrell
146153,Sul Ross State University,Alpine
146162,Tarleton State University,Stephenville
146171,Tarrant County College District,Fort Worth
146180,Temple College,Temple
146199,University of Texas Southwestern Medical Center,Dallas
146205,University of Texas Health Science San Antonio,San Antonio
146214,The University of Texas Medical Branch,Galveston
146232,Texas State Technical College - Waco,Waco
146241,Texarkana College,Texarkana
146250,Texas A&M University - Kingsville,Kingsville
146278,Texas A&M University,College Station
146296,The University of Texas at Arlington,Arlington
146302,University of Texas at Austin,Austin
146311,The University of Texas at Dallas,Richardson
146320,The University of Texas at El Paso,El Paso
146339,University of Texas at Tyler,Tyler
146366,Texas Chiropractic College,Pasadena
146375,Texas Christian University,Fort Worth
146384,Texas College,Tyler
146393,University of North Texas Health Science Center at Fort Worth,Forth Worth
146409,Texas Lutheran University,Seguin
146418,The University of Texas of the Permian Basin,Odessa
146427,The University of Texas at San Antonio,San Antonio
146436,Texas School of Business,Houston
146445,Texas Southern University,Houston
146454,Texas Southmost College,Brownsville
146472,Texas Tech University,Lubbock
146481,Texas Vocational Schools,Victoria
146490,Texas Wesleyan University,Fort Worth
146506,Texas Woman's University,Denton
